,Soil Type,Rainfall (mm),Temperature (°C),Humidity (%),pH Level,Nitrogen (N),Phosphorus (P),Potassium (K),Irrigation Type,Farm Size (hectares),Season,Altitude (m),Region,Sunlight Hours,Water Availability (liters),Recommended Crop
15,Sandy,563.9728217583695,24.61185756456808,48.95498724430447,6.355628812913599,1.071529769535895,91.17851123817714,35.17098179588083,Sprinkler,1.3792326921051037,Winter,427.3064835068427,South,11.127391013647443,3416.2884023962542,Maize
16,Clay,1200.340813149518,28.187588132529324,54.50052091132127,5.231578160920542,54.42573370152508,14.661455715984228,54.348442858301446,Sprinkler,14.758811642528302,Rainy,306.7127770661762,South,10.11512695440895,1218.1586427006027,Potato
17,Clay,443.1568731247804,32.94429402708987,48.30028230784084,5.067044199429385,97.57788185489326,64.59278930230393,7.27362617771965,Sprinkler,17.503709376776662,Winter,91.35403601603994,North,6.107270904208908,4368.84032084104,Sugarcane
18,Clay,620.7830073255168,15.245158817812376,57.16563748884657,7.894004963404636,36.91361938092045,23.287914615181503,79.01313737261083,Drip,2.412128046967923,Winter,1368.4910122887716,East,7.2973973663459475,3592.672195918174,Maize
19,Clay,753.0673702013418,25.07698229390327,61.659217243397705,6.836574731815013,35.719233399304485,15.67604286516393,21.77808017675685,Flood,9.007877764743844,Rainy,61.92354051389271,East,6.416879909301192,2616.080411451254,Soybean
20,Sandy,859.8934922897915,21.959890833169396,20.694667478948496,7.713354181422322,34.40916178494421,68.34294151572705,67.70378148820102,Sprinkler,19.264908171898394,Summer,1117.319109288774,South,9.42231659745736,1064.678159818079,Potato
21,Sandy,515.1326521396043,14.391219764867474,52.48666116174528,5.820489600040301,52.054383730485846,59.36846199087332,80.32121232440932,Flood,16.76570388020991,Rainy,270.61443603329894,North,10.538866073042474,3366.675282374016,Cotton
22,Clay,349.2878721609646,21.02603266874594,87.44494686213118,6.207793109296318,44.06648834242935,75.48274583623312,56.18769562415131,Sprinkler,10.049228621228174,Rainy,1372.73295189942,East,6.663475122411956,1050.631313936649,Sugarcane
23,Clay,993.8060551741224,12.045169281564808,56.33225960906841,5.105363552739616,87.99146267270145,30.946257644618235,74.08832067219855,Sprinkler,15.370136699435282,Winter,1344.5541124053343,South,11.03002692356031,1004.8144556360716,Maize
24,Sandy,575.2197192123325,10.77435720848461,67.42795872212673,8.365223136009392,50.55207917234903,44.79716563821899,66.18603122150056,Drip,16.750863676417445,Winter,998.1566622354233,West,9.3330538703729,3464.3942485974185,Sugarcane
25,Sandy,586.0806034097261,14.054988674644685,41.83047005418182,7.337537673452847,50.77578381885688,40.547167633041845,35.55297971520076,Flood,7.286525782180026,Winter,1024.7395172108777,North,10.13981407285035,1756.068269338217,Maize
26,Sandy,400.671529856463,38.89345334767522,74.17939647069338,8.266217807157572,13.83715947205566,98.40894639665142,80.88585390335653,Drip,17.896981878964237,Summer,57.74175585604839,West,11.828411091651876,1767.550198872381,Maize
27,Loam,825.4821324112627,26.48588607685051,74.10450373132807,5.9292374260017535,98.2739540910386,29.22489567393879,29.4701369885528,Drip,9.674229733704555,Rainy,1478.063770864723,West,6.502085929486184,3613.086263330975,Potato
28,Loam,892.3662623170616,38.9746648345966,56.49072333578973,7.140122639289813,24.99728908688297,29.48172383467669,57.12129177515172,Flood,10.792243589397184,Rainy,1322.8572751849308,South,11.407344137866737,1214.788751757497,Sugarcane
29,Loam,267.3705978691549,22.97493634990396,88.32096762954495,7.374749889024232,7.336406745960266,35.45482088286074,74.53977391415395,Drip,19.994298937525706,Summer,1347.9040273086334,North,6.756616175924456,2253.6222458982256,Potato
30,Clay,637.5855616520968,19.35448399255779,28.788515033385732,6.11142395090156,66.31462489752089,56.45940812903215,37.89559098125076,Sprinkler,16.944407839967145,Rainy,1005.9045787237644,East,8.357752839820094,1597.7276085680762,Barley
31,Loam,374.7390800206665,25.18425588520732,21.18633654227067,7.968382322554705,59.53663701568727,25.232274426374524,30.276760761742505,Sprinkler,7.55451511257311,Rainy,549.941046549078,East,11.108632177986683,3320.705479186136,Cotton
32,Clay,282.38746161459807,23.185350658987304,73.91107482299671,8.315065120150868,41.514565399274574,91.5289940379274,45.93460101728228,Sprinkler,0.701739131217649,Winter,1345.790541181197,South,11.43752542042721,3647.060618909584,Barley
33,Clay,1486.9483021069288,13.169940527852315,76.50088761554179,8.096992911936015,42.2192233880678,26.56855648662635,81.79634943491536,Sprinkler,12.710394438980948,Summer,472.6995458192289,East,9.038230041270872,3884.5434143961743,Wheat
34,Loam,619.0599984671398,29.224789440706186,28.414506038440337,7.586734415787804,78.50639210464311,89.58157315601947,92.99217631456648,Sprinkler,14.226311809498103,Winter,865.9317378461941,East,9.56462782965255,2020.9248676742616,Rice
35,Clay,652.7318910093268,16.48114547528799,38.590798307102425,5.971126379037339,19.571264009964903,10.347506364658464,54.50834128598901,Drip,13.190652457795904,Summer,194.60990989862947,West,10.248884007591345,1356.999006546336,Barley
36,Loam,531.0328511928931,28.587638646934888,21.228665435664023,5.985656147369711,82.02533189448897,65.65627023996524,66.14662053236519,Drip,19.37331584768265,Winter,1386.8356636924875,West,10.996552010716286,1314.7346277675913,Soybean
37,Loam,1085.953538891108,29.5060327719446,40.53160275463953,8.371761121561132,64.87471138950181,90.69855184382438,90.3273622238914,Sprinkler,17.327935032976814,Rainy,254.11716376825933,North,6.729067017225997,2704.606193802895,Cotton
38,Sandy,595.4244836734015,14.560745593859444,74.119931174307,5.035995735774922,41.89697737795244,16.874943839822954,9.85468514129424,Sprinkler,9.252218017022646,Summer,376.1003683090905,West,10.860415849375366,4783.37763625086,Rice
39,Loam,974.3303627901976,11.840488813320045,56.25723693988053,7.082904482831905,45.80286165838686,96.8326960099255,23.207857786616504,Drip,1.7257210057114287,Summer,859.2945292859117,East,8.8876569030697,1870.9161369880983,Potato
40,Sandy,813.0490451152059,33.422847582053194,44.36669152178017,7.471861568943417,25.66472071860958,45.28833604155117,70.89000062515825,Flood,9.78314600528894,Winter,1157.9348503088231,North,8.703740550649014,2026.9664053661973,Soybean
41,Loam,735.3931883914491,23.794012713079603,46.02175064344312,7.179413393324291,75.21143326969748,94.57151084410243,82.37444619122996,Drip,13.940258389259451,Summer,948.0593936076336,North,8.543398511981989,1403.5552084234355,Rice
42,Loam,653.5287465058939,11.744913865164271,20.09475380008277,8.46538096130403,51.287474230526776,67.6820043630047,85.70290283305779,Drip,12.350341260426587,Rainy,386.5941735602264,South,9.055269511476256,3422.281095575721,Rice
43,Sandy,1408.3878875221735,39.84598951509301,40.98603692956651,6.091578025173038,32.08545427498436,30.158686987355157,41.51071768549326,Drip,10.993672820362256,Rainy,51.36741166486098,West,11.67030332036762,3719.4914957887,Maize
44,Sandy,946.6975974209081,11.733416829891,65.25211191465513,6.189901523276369,59.60501157609502,18.83025249171064,8.933990229186684,Drip,9.641969681297205,Rainy,1147.8683414457869,North,9.28922263675291,3571.72483264304,Wheat
45,Loam,1454.5349838664663,30.8510568657566,88.193611067145,5.276287910312944,99.5734452051323,30.37350462250994,43.778147729962,Drip,6.228356524034034,Winter,1478.5506225710858,East,11.719065229578836,4444.520972179125,Potato
46,Clay,514.033462582604,39.51036775790241,79.29425788887296,6.549793477903081,43.52622796565539,9.3017409262675,23.07345902070538,Flood,5.90826185363027,Summer,1224.374024443831,North,7.081740783693844,2945.7033401042872,Sugarcane
47,Sandy,1150.1277177647376,17.175403126477768,21.65164752518704,5.913669841821968,92.06914007786196,14.386796634332978,29.11964549966242,Sprinkler,10.254513839053136,Winter,717.2995963270922,North,10.3448158729958,1537.8281630682577,Barley
48,Clay,1419.8425938673493,14.267481060615886,82.89924232723875,6.2018534576217546,34.50168399245661,10.466044034648114,77.22675568375058,Sprinkler,3.631761355378156,Rainy,1360.4625290287045,South,10.873437231652485,2157.6205228176505,Cotton
49,Clay,435.60298601535817,13.641548182672867,74.82388893090382,7.921001265894697,5.4732706924985886,42.29435437415577,7.552708602588687,Flood,7.143365759708631,Summer,644.2791260216076,East,10.074772988009173,3649.719893685407,Wheat
50,Clay,286.4451475768108,19.098254427027868,74.62632864996863,8.274195797346234,20.424210636842886,79.55783762575864,82.75812174807021,Sprinkler,6.817595856846942,Rainy,811.1544221530279,East,9.641533681359242,3452.4878949662398,Maize
51,Sandy,1163.4568440770768,13.031374330319402,52.05970313025,5.65006575201815,41.86951433276842,14.13835542163402,42.76690858241691,Sprinkler,11.949089630891915,Summer,741.8381627237407,West,9.388876686517094,3124.01251897185,Maize
52,Clay,946.8150471338856,30.76484025082396,47.8603705068152,6.30378126043713,21.963492859456903,13.032043317233589,59.60639311005951,Sprinkler,1.8003048570789797,Summer,699.0546153650112,East,11.165582895472175,3731.8576747547486,Rice
53,Sandy,1294.3774097857536,11.86875394390188,41.204101018323485,8.25020696740388,0.0227038218255537,64.34289495173307,8.9652231235679,Flood,16.678539265169356,Winter,1174.0266154761632,North,10.929879582987,3549.563401493197,Tomato
54,Clay,381.7040896141764,25.28266384449369,24.59864012680561,5.216329612412279,91.50015377475272,19.71829819680663,33.735907835727964,Flood,11.46637841749584,Summer,813.8149155407634,East,6.733732327083597,4525.299557859807,Barley
55,Loam,1233.8475054178573,39.9009056155893,35.976475444558936,5.323261848389825,84.3879411230929,9.76100381089916,8.970091901484578,Sprinkler,13.581120275130738,Rainy,509.2398269365633,East,11.09152594218527,3344.0655099131864,Wheat
56,Loam,563.1500753511971,34.41910808518057,37.262254448461725,5.569768462221803,74.22922314869471,16.684857820557763,96.15437228811096,Sprinkler,14.21033112330894,Summer,424.3293431047936,North,8.484411716642654,4114.4054348022255,Rice
57,Sandy,412.7527257254159,28.456583146930328,63.78804424690704,7.083244919444062,16.781459564602862,92.3731395876776,80.72616493262504,Sprinkler,6.183940668429462,Rainy,104.73360960277842,South,7.522180979974864,1994.828623865872,Wheat
58,Loam,413.5455373102908,19.18760862359835,72.32110846176857,5.526652948520991,12.036357620998606,82.14712527761908,45.963275435646025,Drip,9.672245564004896,Winter,895.6329847304166,West,11.218611408083556,3712.730338356272,Soybean
59,Loam,1258.9471363007967,28.71687508874916,53.16668798785626,8.388267335077568,6.760474947238315,35.40645623550941,22.36025483236711,Drip,19.14679613945851,Rainy,383.4440523314996,West,8.59214879780245,4608.776473530703,Potato
60,Clay,1064.75638690506,25.81124391734955,24.049111461301244,6.563500845404821,72.40291887729212,65.58207673273928,93.34551052498522,Drip,15.45075214093789,Summer,264.7941869237555,South,10.8501881410609,2542.929311599333,Cotton
61,Sandy,879.9850521998551,22.782501516711143,87.04528606917427,6.755312861225582,92.88079606878853,53.72756736680381,34.45965957269718,Flood,19.406359066852115,Rainy,998.0534475501328,North,7.580421671735067,4116.4167493545865,Barley
62,Clay,666.4796293605532,13.921311302205984,85.99070233658786,5.863305155318923,43.053582091303696,67.7124263482564,16.098443168737475,Sprinkler,15.05195973035262,Rainy,1037.753423841246,West,6.023575928533306,3899.1572047817417,Maize
63,Clay,1340.3607030570408,36.598126457214,74.9632680203886,6.648360883521567,11.914067199604816,68.26711524627594,56.31643884539549,Flood,3.924202724316089,Summer,1140.6245937736155,South,8.972755157417666,1238.10478748729,Tomato
64,Clay,710.178639649426,23.493539464639674,89.39295310949544,7.316697714229541,51.23928207321066,62.8734015059993,94.3774120344816,Flood,1.7584497349711865,Rainy,780.1864996909577,South,6.601369539857306,3326.033238496289,Sugarcane
65,Clay,1261.5792713130502,15.838675354622952,58.113763296018405,7.629119979339149,34.88319074586301,26.610136853730857,0.3830290500322575,Flood,11.76439801603344,Summer,1346.3791775456357,South,10.526255733149458,1520.7573968032095,Potato
66,Clay,770.8753811412839,21.03278052631869,87.39378451772443,7.638538289484695,37.48249243499977,3.900642076281813,23.812484325399875,Sprinkler,7.477358954200887,Winter,1407.6969924274304,West,7.656450816416462,4869.276688922364,Barley
67,Clay,690.0277582523798,22.42389257586781,25.292352843172555,7.022618894429309,62.13306241557073,45.55667819901088,93.84476404104076,Drip,5.871429247694319,Rainy,1220.6878626991097,West,8.661873879620872,4245.630010802624,Soybean
68,Clay,801.4837213704884,34.82613686700623,45.59765237829599,8.1652592124785,71.87181132622024,89.09738846907038,17.108596685716204,Sprinkler,16.240614430295643,Winter,971.6105489118714,West,6.522201390549325,1438.8952049884804,Barley
69,Sandy,591.7912364133847,32.00843141684206,35.776688760473604,7.8609274655713826,11.060359887316086,56.94972585185759,11.324345163981986,Sprinkler,7.656368708097974,Rainy,490.3953827072236,West,7.719955490683516,1487.0079905907137,Cotton
70,Loam,1171.8921942291263,33.07914680924019,33.708315889398904,7.649668401445189,3.5590230806476386,83.23910417019079,57.01872157998045,Flood,6.681518909818927,Rainy,1475.2701363493206,East,10.688941459551431,3377.895419650476,Cotton
71,Clay,853.536507120223,10.330937932859417,29.856206422487325,5.194619325881612,99.43303026857149,99.1624342961228,86.18438232948299,Flood,17.074758066795702,Winter,447.4974424283106,South,6.9095274714139165,2379.5566966927336,Wheat
72,Clay,501.8765036908625,22.484619945392843,63.56895490961976,5.024072867768773,23.272834891555185,16.361620413827627,47.71098176939261,Flood,17.002603061485974,Rainy,343.85253688612505,East,9.882957366761744,1139.6234362924372,Rice
73,Clay,1369.446945256939,24.44032454905971,74.69252990231135,5.743565470184155,5.383052490845907,69.17776391419824,99.45642566845248,Drip,7.449149436223604,Rainy,691.123464990545,South,11.504555116827008,3166.5660313322123,Cotton
74,Clay,699.0585877851748,10.5757683046917,60.480887959425246,7.322332578697082,18.987532909592,67.42935737000246,67.91716995379929,Drip,16.73372466922634,Winter,132.41882753296326,West,10.079020558546322,2551.380398743388,Tomato
75,Clay,906.6187194481852,17.79439626235103,30.28738967117468,6.439191211088911,3.895784634846422,97.99554473582783,7.407490721044773,Drip,17.09018056148688,Rainy,1468.8169737740966,West,10.86613013575336,1404.3059694869708,Sugarcane
76,Clay,1378.413744253911,32.80869469366405,76.77866389534296,6.408421907547592,39.18108946171717,98.56007339528004,99.28321316819752,Sprinkler,8.766645433078493,Summer,903.228656803816,East,6.653829775823494,4207.681569023931,Soybean
77,Loam,1011.5093946881896,14.113291171869973,64.51682950146099,8.096054108803648,80.24017844513243,68.66786117241294,40.78942367801904,Flood,1.7962260390788454,Rainy,857.5805329130541,North,7.504390956012327,4660.307061115223,Maize
78,Loam,351.96745292087326,26.05930394357775,47.171599428889685,8.134469968461435,34.124444975772064,24.361479198219428,28.740253384548254,Sprinkler,0.530900567093632,Rainy,1000.9046058545938,West,11.367233113443548,4026.37573605652,Cotton
79,Clay,1421.7817606975177,16.456056160517125,67.18912068752441,8.18211342418755,44.418340687836654,79.85558381305991,55.78791835778856,Drip,10.704203026335405,Rainy,770.6842892769496,North,10.290633681708536,4289.689240065109,Maize
80,Loam,1016.0204689928432,10.363623239316798,38.19334854699829,6.098573267802596,67.55867735674389,10.70291342110381,30.43075918208643,Flood,7.209472120721936,Winter,96.4920997870853,South,9.837322958263869,1865.9622690644696,Cotton
81,Sandy,635.377299054212,17.236043727986242,44.16345459459474,7.418695344587416,50.889407006988016,78.06993041716287,8.645750712015232,Drip,19.944071936088136,Summer,937.8513688185752,East,9.9826004167302,2054.291803674404,Tomato
82,Clay,381.0536944624034,39.27621264730161,84.22400901923932,5.9507161344602935,86.14456860213242,91.01961241446963,0.1428343079176719,Flood,15.56201449273204,Summer,1088.4521215868244,North,8.485203325827861,1834.110161196751,Maize
83,Sandy,1232.2327460513848,34.046113356489684,40.33531539699943,5.667134415760574,86.60356750457565,38.28333947684352,44.95833529202623,Flood,15.344871398833044,Rainy,654.286137904877,North,6.267339789705919,4060.253725462256,Rice
84,Sandy,1006.0945827070676,38.787299329631,52.89917877105556,5.646213600715792,0.9910695491153644,63.06352949830804,83.68634222265922,Sprinkler,19.1272339816032,Winter,1148.0785795032298,West,10.706649252424372,4791.668315737988,Soybean
85,Clay,893.4994195692179,24.63562131779087,82.30987961772102,6.197376673022579,77.80463064831991,43.01427320968263,57.23151856300765,Sprinkler,17.810625758919755,Winter,379.1518840407099,North,10.072279417292124,3867.3488269356094,Sugarcane
86,Loam,1362.060357966245,13.292085960325103,69.54049451872692,6.504851669229376,46.073360024167386,43.776505498812845,99.92072989434408,Drip,6.70465584939958,Summer,370.85105704596685,North,8.836826784676347,4525.867059518224,Tomato
87,Sandy,1225.17637459189,26.43878466921079,24.35422583152919,7.908322098692739,98.88405413036632,31.03708891081201,28.68466456472,Sprinkler,3.736750821275589,Winter,284.05463214698227,South,11.398557692209543,3554.79637953269,Rice
88,Clay,397.1773436525765,23.631320036798822,30.31121309952793,5.419618827154492,48.32320758754352,76.21296204503246,28.04550647600553,Sprinkler,15.044899168776904,Rainy,589.3924016942847,East,8.016957989910594,2550.6396022351964,Sugarcane
89,Sandy,605.2386881342127,35.330712482188474,20.54891135403418,7.57224046588213,98.68959453882977,93.61765641665052,15.97494602339442,Sprinkler,7.876340926816024,Rainy,1278.167451314171,West,7.765930465387416,2703.046459721221,Rice
90,Sandy,523.0358817588055,12.942477423527338,64.16452531604143,6.860092199662569,75.45693612057366,94.07508592344612,16.40635882653352,Flood,9.726866706803651,Winter,1250.4724901161433,West,11.236777950476656,1301.2857286696194,Rice
91,Sandy,1167.13018034448,24.647234110653343,51.33713977872928,6.007808699365974,24.860488461330636,17.478128487493382,28.51865960100478,Sprinkler,12.792755759859125,Rainy,605.0951015470805,North,10.781925928553914,1125.8287809841042,Rice
92,Sandy,243.5921651565132,14.501459940819528,29.399239563159288,6.724868545864887,53.83949792869577,87.4743649656566,79.28400452735272,Drip,18.203517200237197,Summer,904.222167171343,South,9.089878863890068,3781.90241675631,Wheat
93,Loam,940.8565903327114,19.7402778067018,87.05538847397393,6.04979724421958,99.21356394785828,73.74314414271221,90.57567906364478,Flood,8.672211196583836,Rainy,1095.1836588886276,North,6.7844084367471,2753.715568044722,Sugarcane
94,Sandy,1191.1962914628975,32.12071232163399,57.0761806761934,7.08628684333407,85.75306077519237,25.283740069028926,97.50871697076812,Flood,15.774679359277547,Winter,399.7498232106333,North,7.290428828790315,3208.860272218518,Rice
95,Sandy,1339.7953277902743,24.280543881063,36.93253058790224,6.518453729993355,9.73668937912211,6.728461292151455,23.228965409645262,Sprinkler,5.73262592985582,Summer,293.80457454738325,West,9.93736794245284,3230.6449904896654,Potato
96,Sandy,644.7062733306798,21.27664855437308,55.04224998082953,5.575419351776075,70.6371996809996,26.7997266884378,88.12975456140917,Flood,14.110449923010464,Rainy,1459.539190157851,North,8.31024742704247,2109.503253333206,Potato
97,Loam,1267.634496073617,21.83428835710106,67.57342329145754,5.408040760944939,34.5579585870813,91.22082367815256,32.82550892773371,Drip,0.5307987110192814,Summer,945.4581041539468,North,11.018839149995827,2903.5700433179627,Cotton
98,Sandy,343.8212580417694,23.7834030521796,25.336745258149517,6.913434887252455,0.6982261880348117,63.31786748957723,11.28405445168844,Drip,17.494390663067378,Winter,1473.052796658813,South,11.699730055993223,2883.040886670809,Soybean
99,Sandy,1300.3879792548737,33.55049631511171,39.22926705335244,8.158445616501362,40.34809690269996,72.10546608978719,87.00249255201656,Flood,1.092401809112019,Rainy,539.7461813417322,West,10.83382155164951,2553.708884911428,Maize
100,Loam,365.7352610315771,36.76254066820703,76.48758436187956,6.203851902951899,23.47544217249713,25.715235110909585,63.61056346436186,Sprinkler,14.398698217870392,Rainy,1069.3959649624908,East,8.265272537973342,4282.701533604282,Cotton
101,Loam,716.4734777284774,38.66004059511785,52.17654092818629,7.565500375279181,81.88692705204716,71.93881555748203,16.47308960810617,Sprinkler,1.4020346905950358,Summer,372.7752729847947,South,10.732118575388544,2804.6560147503837,Wheat
102,Loam,1236.4839755134196,33.60710158765885,58.26039994226064,7.305314742289184,33.733060884576545,2.812150627792376,42.98312575130026,Flood,5.691791138183067,Rainy,428.74024834717375,South,8.1086500408241,3414.5780980239515,Potato
103,Sandy,394.8926555534059,19.462206872440383,50.29712015466285,8.260442200083183,82.7523693953817,37.53213457730138,28.725769487706764,Drip,10.195446869352786,Rainy,792.2580758409548,South,7.002600526593803,4582.080481523304,Sugarcane
104,Loam,498.02681380243394,30.644041182596265,23.07299598501036,7.873433560546993,0.0597938834795308,62.67533485423312,73.6794568710197,Flood,8.688804364290645,Rainy,513.4462819867033,West,6.200359229195144,4464.93449143569,Soybean
105,Loam,1105.1179562414247,23.12809372166176,31.602484587410917,6.983118406169121,30.781915002611917,14.609656554132023,45.341623062426805,Sprinkler,4.240804234719706,Rainy,293.0512675688475,North,8.31430027656612,4561.68881511666,Soybean
106,Sandy,1136.0474975098966,17.640118661381536,51.187914711932365,7.299606743819376,24.1165214307762,82.30035744469347,98.9279945106385,Sprinkler,7.009390778330129,Winter,431.1770178845227,East,11.421355822183692,2080.019985860056,Maize
107,Loam,552.072177131291,35.22614738277768,34.64298257855495,8.144352633044122,23.3567361068611,23.503129881191864,5.474498225959512,Flood,14.690274216188858,Rainy,101.83517197550373,West,7.433919526534058,1139.9299532322514,Sugarcane
108,Sandy,1102.13297780723,11.15279046886975,23.498532006177516,6.398315746054272,6.81866197654627,65.22811128184462,35.50152661362467,Drip,13.55051330530314,Summer,1071.4142511423556,North,7.239078989578704,2044.2671995813168,Maize
109,Clay,905.541776351875,37.0528597640627,79.05547648362767,6.143781470502221,18.712427041050173,40.51971425753297,48.19001671099774,Flood,1.900384383396356,Winter,763.5691527744993,South,11.81892471144624,2114.8293824828343,Soybean
110,Loam,527.3387765790386,23.844323938742026,88.6834770414881,5.037838792723187,55.55495698856199,59.60435954776472,50.31335547483198,Drip,15.072658598671284,Summer,186.6524462865621,West,6.150024677103553,4637.441306899872,Wheat
111,Clay,649.4047915550952,29.11604430424841,75.52000117977175,7.892928759670125,29.13610728377445,10.745055262890812,31.59358223856368,Drip,1.534394683342053,Summer,298.9562900363122,North,10.714692902362524,3596.9709313518824,Tomato
112,Sandy,436.0770318418533,100.0,79.76494451932669,7.803432451411777,41.73947823291479,1.6912799921607324,72.9240249097568,Flood,11.087064587445797,Summer,198.67508026333385,East,7.928219734445222,1326.8158384089152,Tomato
113,Loam,1380.9857297337169,36.85353222119609,36.938399122193175,5.36559081335053,37.68668803471885,90.95644273803012,87.47470734889747,Flood,5.571223586822717,Winter,938.2595720000209,East,6.224927741217956,1541.5143840444046,Potato
114,Sandy,958.4093331959566,29.10009046501622,87.24388828592399,7.019000833964451,87.59049249998945,26.96300087671828,93.8719301977863,Drip,11.959957487416467,Winter,186.605027238116,North,11.506815241257502,1622.7045021679016,Soybean
115,Clay,721.1068417927319,28.418007542801853,33.78479931173999,6.623935943584106,90.52989990105156,81.96770027804591,80.50933767995262,Drip,5.595903720847586,Winter,1143.7093829010632,West,6.837853981257502,3521.6869926756926,Wheat
116,Sandy,800.6075447373725,11.999561216820698,86.60008672532825,5.41548183428189,49.295697165586006,99.93503004722002,85.05801973065994,Drip,19.706680407703704,Rainy,79.7408330145672,South,9.310675702354173,3941.656102028013,Maize
117,Loam,1431.46834149536,25.552240658356123,89.63735057761657,8.431988794712533,33.01559503156044,21.14312579989112,55.05453006199955,Drip,6.539699582686871,Summer,411.59489259404353,North,7.644325244577287,4438.575642261585,Wheat
118,Loam,399.35682405090427,14.50507002451125,69.8205964022234,5.751435606121744,10.680070400236364,26.51707411833556,82.58882264268146,Sprinkler,5.218232395652672,Winter,1341.4666800432651,South,6.391156813108147,4762.5462032249725,Barley
119,Clay,962.0987816218365,32.12301306164457,88.68006122542754,5.235319630316964,95.3402879382095,66.28597876346657,30.350390914795224,Flood,5.930073172849247,Summer,1091.8704112772568,East,6.299534913980274,1806.818229545767,Maize
120,Sandy,857.6552825498057,25.366657624380235,59.86778456969726,7.081965828256683,6.022694490029745,96.54486346006212,39.84787621092144,Drip,17.98122071655626,Winter,155.8040827422472,North,6.693340193018033,2239.089938896196,Rice
121,Loam,994.890506065042,30.4068333762506,38.16792482232633,7.586033369965614,29.765027756828044,91.5814348190744,31.69130138185443,Flood,12.906267159052224,Winter,1240.632851503511,East,6.428202083336281,1961.2915229793225,Maize
122,Clay,223.54323896709263,11.250187018071529,50.589711996593465,5.113552061165154,29.806620117000413,50.28755200655849,46.73873354479255,Drip,14.74833989970514,Winter,764.9009262332969,South,10.563348693119536,2435.046269864551,Potato
