Crop Type,Soil Type,Rainfall,Temperature,Humidity,Fertilizer Used,Pesticide Usage,Water Availability,Market Distance,Farm Size,Irrigation Type,Labor Cost,Seed Quality,Crop Variety,Crop Price
Rice,Clay,872.3619250215468,37.50803170185679,81.15509729630057,258.8431325710615,47.50559119831608,1420.878220952679,27.9086822854912,2.4726160018921046,Drip,399.3909398388023,Medium,Hybrid,697.937869766406
Rice,Sandy,339.3546692626029,25.10599324110523,62.4987850930056,99.2219679439209,37.18819114307336,3688.07904872214,42.33630579876788,2.124278296665701,Drip,552.8884750763888,High,Indigenous,713.0239291651515
Rice,Clay,968.6244411895816,23.02702742717625,75.49603752336355,160.2876380576581,32.80726527018776,3541.711682811888,20.741150953021076,1.2400908634798529,Drip,112.6716969546016,High,Indigenous,134.19805357426793
Rice,Loam,532.7258929175526,33.746269110911655,48.4142707916742,99.85289943963376,34.40784035943338,4223.055673173325,24.117283992960523,1.1118303441453905,Drip,106.26182857296207,High,Hybrid,644.9763474021449
Wheat,Loam,876.9962336152395,32.66717541249676,54.89827292400469,116.11795416679767,47.69485757873659,4300.994666608724,10.768329963459404,8.918293921477167,Flood,316.11395840636794,Medium,Hybrid,536.3002540814023
Wheat,Clay,703.011854564756,31.152404375126576,72.76666057300986,175.88674537797152,41.52803719466824,4472.812303115916,10.531484599953776,1.4057997040485093,Flood,190.72647742517677,High,Hybrid,195.20101620466028
Rice,Loam,788.2802389326021,31.161252253115173,53.17271956902184,67.02725618088064,10.961649494657513,2656.5260583163936,32.88057011503968,7.580989988859216,Flood,334.1902311421783,Medium,Hybrid,350.1298096924232
Rice,Sandy,814.1791104534242,37.20097660900295,65.31029610953934,104.5435823983183,31.36558784542789,3791.457581408577,35.39895658790255,8.847865866204614,Flood,259.33896507555767,Low,Indigenous,901.283010592286
Wheat,Sandy,603.8759055144142,29.96731005797744,41.12236674495069,283.84454032677934,37.5335364618626,2073.001435689243,39.979963133698696,1.882520637062118,Sprinkler,125.66802235478342,High,Hybrid,594.9895742793576
Wheat,Clay,634.6404186906307,27.55384024904967,65.98627889822987,166.52907316462225,39.9479391375662,4997.345119934017,30.05069237067891,4.926712814497159,Drip,918.3737317654444,Medium,Hybrid,472.0749176565178
Wheat,Clay,611.19669424698,18.471783159912924,81.69082243361362,161.34663149446806,18.52568477255747,1701.3369655074398,34.05916815175877,9.66072684856849,Sprinkler,107.40081825000236,Low,Hybrid,165.41394025672986
Maize,Clay,670.4467024720634,17.893440166967633,82.11837838940554,53.64178868781973,44.68709417805409,1040.4577266433432,5.608277226487402,8.507247944712265,Drip,762.4739299033769,Medium,Hybrid,742.7093746620751
Maize,Loam,223.51555660520583,18.858039132076986,73.46066437977238,111.84993676458645,48.23372588700655,1595.234858072704,12.297682721173462,5.407336286720695,Drip,236.93309822756487,Medium,Hybrid,732.5657410564293
Maize,Sandy,516.4121358792122,19.29621203317736,74.74520274456756,266.57310899554534,19.46861223379479,4103.489158176507,49.32116447076071,7.863140015123976,Sprinkler,921.00665979964,Low,Hybrid,652.6392462753072
Rice,Sandy,684.9509708489372,30.94692731659085,63.47564670904204,91.1571070646672,45.30461830068983,2787.134706032846,8.41970778421243,8.500398619884976,Flood,903.5163456308971,High,Hybrid,559.2363815985843
Maize,Loam,678.1788522046915,33.524531256864464,65.08008540994949,153.78123488368027,13.879150500643815,2790.000991241713,35.545470001711024,4.132242668698474,Sprinkler,688.5110317323316,High,Indigenous,490.4059619866354
Rice,Sandy,834.3648756845053,28.249788073160467,38.01903488463108,53.58272646675032,12.228273444609808,4820.0916784466735,12.92371848642723,9.029376251829648,Sprinkler,705.0107348205446,Medium,Indigenous,633.943983689193
Rice,Clay,724.0074710656868,35.72544331363727,56.63155130527807,169.58387041763896,15.168952004109975,4678.539632112297,37.25233635954389,5.234259877094411,Drip,104.80522777271968,Low,Indigenous,310.055906555566
Maize,Clay,993.7066530725378,39.78158066834083,57.04657703318183,55.25527668155429,12.30964317868144,2244.778951216037,36.76956813328971,5.75026627202947,Drip,986.384409502242,High,Indigenous,947.1331577598828
Rice,Clay,427.083622886916,35.465057136080965,87.50987014006441,254.90238826645,43.80048948623104,1836.2325151234645,15.53895769046406,9.99736874039648,Drip,890.0493432182329,Medium,Indigenous,629.9150762622066
Maize,Sandy,487.3208237329852,32.372059341898975,55.86521175739736,256.2134418717759,12.36200577833088,4393.928839734959,17.13354796486419,8.589726695369452,Flood,905.5956031570828,Low,Hybrid,380.0731999189389
Maize,Clay,507.077721494237,28.312317485928663,62.96055869416546,246.93554707559247,20.86656765454622,4624.076284177452,34.46468211209397,4.25593005195682,Sprinkler,693.3200833457847,Medium,Hybrid,504.7118657966415
Wheat,Loam,572.6502456161988,26.221326791867703,61.99508395674615,120.84101722277956,14.150253741434256,3166.387691193948,22.55387174510961,1.0931103682542995,Sprinkler,410.30823578908286,Low,Hybrid,825.116309989203
Maize,Loam,868.7984510249676,17.10980951361356,68.20570302265963,259.30930455545456,21.8168814525506,3517.694844468402,13.754658636496009,6.635566664145052,Flood,904.2837841814328,High,Hybrid,245.4544546572677
Wheat,Sandy,388.6336751673679,24.98421870986727,74.89396987991375,185.7495331513173,13.62237870403682,2027.6571387691736,37.92558194543668,7.33522083515297,Sprinkler,362.3652353360731,High,Indigenous,363.5520602142344
Maize,Loam,820.8001656283436,37.75336591955336,43.50251257025233,143.4520272167506,36.720130029720565,4203.210751914099,11.936638595135037,6.857224211290417,Sprinkler,606.4403890079825,Medium,Indigenous,711.5572204628999
Maize,Loam,,35.20056574766382,61.72346514590615,206.33248992605823,15.333072653703006,3528.4897137960925,43.5039648865226,9.710761160468918,Drip,189.7578751094941,High,Hybrid,383.9402858340015
Wheat,Sandy,681.4843069296069,20.40128412529218,79.55506243896183,53.0852615150935,44.07383703355551,3014.0540451919865,28.16012858233224,8.7667392459893,Flood,929.7600671194753,High,Hybrid,813.2515136753194
Wheat,Clay,706.0324265810449,26.665194617430394,57.78688283025069,85.74021940018804,42.68764202906564,1240.4342243135834,9.756527174568532,5.039485238625836,Drip,226.693411994092,Low,Indigenous,217.40813845962475
Maize,Clay,498.2789097511476,35.418080063963615,46.70745278241438,235.5733845425657,10.546467418824378,4663.739850044614,36.2332550088943,1.5657173872514285,Flood,302.4071251573665,High,Indigenous,786.4175534091477
Rice,Clay,610.0921641646441,16.684613869638063,69.28254452137794,111.04040217903824,45.82905422060458,3461.805681537624,28.36233678085432,5.284528925517972,Drip,602.3207423153935,Low,Indigenous,161.51654336550962
Wheat,Sandy,530.4249397181576,24.68481464171648,79.42604374794738,199.5022793321874,11.157772669734683,1770.764378771872,18.41259073076643,7.2031961796582085,Sprinkler,787.6837001916834,Low,Hybrid,111.3333514007453
Rice,Loam,255.3062289492956,36.29603092184869,33.78841757564348,146.2756507057574,19.585831398302265,3425.544467932212,24.014272110073467,6.469388274043041,Flood,657.416175342669,Medium,Hybrid,908.401166948946
Rice,Clay,549.7323110534612,25.097446604253093,76.60742900443363,263.7014446998154,11.295565511039802,3709.853416959893,18.425198461437446,5.843233609397964,Flood,308.92052152014054,Low,Indigenous,623.2052952390687
Rice,Clay,277.9147140428417,16.940366118286022,79.29887597770627,288.1038264991609,23.43373948157264,3103.081346732902,16.836162608425283,5.219370622137172,Drip,100.8487382747413,High,Indigenous,416.6442073781303
Wheat,Sandy,524.0166392642573,28.563359213306285,57.691375655316406,270.89118209254764,30.554661028530862,3872.40695182409,12.362378937967048,3.643856857246477,Flood,781.4355222766953,Low,Hybrid,309.3351732674654
Rice,Clay,674.3347198654255,36.54356237295738,88.99833940910804,117.65499867339916,41.865794760605525,3325.815791714497,21.32452099118641,3.496120855521663,Sprinkler,986.6865933199844,Low,Hybrid,655.1972049347345
Wheat,Sandy,663.5319194748006,29.757138573828996,77.20250044243855,98.54071726152056,23.519262018793444,4791.078328128593,16.294424284223183,5.502083310332217,Sprinkler,828.9218082754813,Medium,Hybrid,558.1019651830644
Rice,Loam,730.0970232066563,20.6569777053558,76.41975389373994,168.60872340518375,38.21960098692467,1214.7883143972274,35.75455191742627,2.445428317866841,Sprinkler,514.1859563409538,High,Hybrid,992.4379979769868
Maize,Sandy,276.209206363701,24.605990503434533,74.87031446472432,51.83353770904507,17.500178284759215,1424.982833878242,35.774453352348786,4.066168812173214,Drip,913.390535259196,High,Indigenous,984.8943879883712
Maize,Sandy,721.6985964243503,26.253084029548305,39.03648619309644,56.45234821579543,40.023938269765054,1694.6865478173595,27.58281091500373,3.915813472390896,Flood,468.862905806515,High,Indigenous,671.5221095274487
Wheat,Sandy,449.7184453571576,29.48165884551317,43.03385318718065,188.32265990575,19.439864236369505,3760.6842824173286,40.007503736164445,6.284195214257808,Drip,572.4406758191208,Low,Indigenous,498.5834554953015
Maize,Sandy,519.2367569096889,33.98377564381533,57.83940788786551,180.1123510413215,15.741790237750717,3582.3834909992347,42.86028735527217,1.6001407032672212,Sprinkler,529.4167906561149,High,Hybrid,542.0268722211958
Maize,Loam,886.3890031381646,17.471840441015885,45.84026099756795,298.645497258815,17.416354014962174,4568.235440838776,31.08949058454229,8.467018122385856,Flood,502.8614853989724,High,Hybrid,714.2311596131757
Rice,Loam,207.2243233036402,37.241300825439154,54.91445834004243,100.46045884093952,17.282525155274215,3931.5098115355936,32.85208232435452,6.061405423459619,Sprinkler,797.6716923645151,Low,Hybrid,191.41708981184323
Wheat,Clay,670.7301066724843,15.307742575401887,83.30784659537524,114.52598229011711,30.514515175079644,3033.421950258369,17.729865940386432,7.037440126983418,Flood,574.0920165425428,Medium,Indigenous,395.5168664296464
Rice,Loam,678.971184080086,24.25130836685638,79.45961351275615,78.38516058157167,43.791903247525845,4967.327169854521,45.26911403174839,7.327845133834895,Flood,385.04540982269447,Medium,Indigenous,167.74501690324348
Rice,Loam,517.3278210748496,15.68550774931644,67.80239270879893,279.3857524134362,13.184203079700223,2064.4318246771963,6.089271999013842,3.623357231582829,Drip,332.3423508926305,Low,Indigenous,166.0246835652276
Rice,Clay,389.6222856866689,24.82435563363228,81.4872236550662,244.45281111461267,38.27825273973691,4332.766639141815,20.68711112492805,5.233344106463798,Flood,133.97258527069005,Medium,Hybrid,276.25531770481035
Rice,Loam,387.7392306092409,28.14531497183309,77.02634334103496,255.58477786421187,36.173858386114304,2707.1614887756778,37.48101896974352,9.606213602827005,Sprinkler,624.8756456947414,Medium,Hybrid,536.7279291339041
Rice,Sandy,906.967735728602,27.792034664537795,55.73909591045343,275.6909469911272,44.90079807317449,3594.9405555029366,8.604027935202256,7.900347141971334,Flood,306.9652738609308,Medium,Indigenous,806.2968890465104
Rice,Sandy,553.619499026286,19.140708675706637,42.06390912299671,181.2249966814596,19.76590242027629,3909.073881809736,13.242628734273168,9.726011877008668,Sprinkler,233.3205298147448,High,Hybrid,536.9463020492854
Rice,Clay,464.7114903913375,31.143512752390308,60.85206240056036,162.79829786268093,28.004394347401185,3535.0163487613454,31.517857753828302,7.716289106316594,Drip,688.4469674449099,Medium,Indigenous,401.9289495047828
Wheat,Clay,559.0220590651224,16.119461262616706,74.173732951713,132.59786841640414,47.033094977740696,1562.0292124343732,30.199715215860103,2.5804012573766566,Sprinkler,713.088332039394,High,Indigenous,174.11769130308232
Maize,Clay,735.5123211674891,34.047670503310385,56.18517592377558,197.30365358696383,36.39973800541269,2771.804042991731,38.25177332589298,1.5808229546020862,Flood,776.9394030318994,Medium,Indigenous,595.2659708648166
Rice,Sandy,316.60525459580134,38.66611084983866,70.00631458703384,163.56959919745563,25.55073651446388,3245.7535117324974,41.56756875896773,6.198952930476973,Sprinkler,553.2192067047324,High,Indigenous,344.14172783485907
Rice,Loam,559.5470681709901,23.49422067877795,35.65964557746262,162.8913966513938,15.256495314210738,4396.175036714387,10.786081033025113,4.220319517323486,Sprinkler,904.649144683498,Low,Hybrid,653.4407601254327
Rice,Sandy,670.3074968883095,27.930984542858297,74.88028418228421,284.2319659327848,20.49940031602364,2774.582995194289,5.827144539885892,3.4791211912435323,Flood,942.708478058405,Low,Hybrid,979.4689652191764
Rice,Clay,958.866683881147,24.47275695147036,78.76281719358371,296.0078785697825,33.248619099575336,4674.989219217006,36.03373338465077,8.264898967828756,Sprinkler,826.6338458132404,Medium,Hybrid,200.1828893297952
Rice,Loam,402.0222256603354,15.167759757601498,72.41027134683247,249.1210973323952,38.72671790242055,2761.4968921008426,18.56263080948617,4.302939403737526,Flood,672.0341338073684,High,Hybrid,290.912858849746
Rice,Loam,487.4005983329964,24.6468625723779,88.03581525158194,239.18952256173208,14.97687547407574,3195.1194370520466,33.16927612630791,3.853008727608735,Drip,373.3488582320698,Low,Hybrid,525.7850842894372
Maize,Sandy,503.48687193793904,34.793006481533666,79.59912344763842,220.13954044477532,33.98389040176216,4185.142731771204,11.774506462800112,8.649888338521095,Sprinkler,984.650429458199,Low,Hybrid,971.7524338113366
Maize,Clay,684.4305261159063,29.899721054587047,84.1856236725923,91.51871308337844,32.01405115355004,3332.2707376885746,26.10680209996833,8.61658602837814,Drip,346.7225504727445,Low,Indigenous,794.628798642996
Rice,Sandy,485.3856424320013,17.531497865378974,86.01426500745887,64.77645521891363,30.55821786762832,4840.8722895312985,27.69911357285466,4.207299739795509,Sprinkler,282.391229791388,Low,Hybrid,908.4062738465472
Maize,Loam,626.8095402397564,36.17848724234463,78.08087951242851,222.68157877831575,37.60492470728032,3641.3433220565103,31.328501736794724,8.492488308873696,Sprinkler,497.9387024079245,Medium,Hybrid,400.3433636282136
Wheat,Sandy,825.4322638760235,28.27713362213107,70.45553052038994,232.196555564144,43.49798380333847,3090.8378162704043,28.092650734875395,8.657006412993944,Drip,151.15651364114962,High,Hybrid,992.8346264007351
Rice,Sandy,764.3084752897629,36.0430840436169,30.34311488164736,61.74324777453495,22.919587327074737,1094.3678711231837,27.306084660292125,4.815374815266996,Sprinkler,980.6450182046116,Low,Indigenous,192.5495344577417
Wheat,Clay,557.0949172100684,29.50553796962573,57.94954519338748,282.012937557212,45.56048760443838,2654.931590321319,19.973036929273498,1.5982581718825442,Sprinkler,629.5902007747824,Medium,Hybrid,147.67561544149075
Wheat,Clay,891.3729421393351,28.992211120948497,64.26973791734166,72.78515986116939,16.42534450474203,2196.993677040642,8.20311063431388,1.014261800197061,Drip,601.2568824977577,Low,Indigenous,870.0423643486253
Rice,Loam,646.5121996750903,17.63147962992531,48.24181634687998,121.4751334428006,16.920954790046572,3992.4226715499567,9.028408855857904,5.709632166000955,Sprinkler,690.216651909748,Low,Hybrid,934.5383831862875
Maize,Sandy,,19.1839933284657,49.08626681420832,218.09745319967607,20.67088254495696,1833.110700614183,24.52002234832192,4.096679440333201,Flood,547.3212829994859,Low,Hybrid,181.5268217914916
Wheat,Sandy,227.35021275132652,39.30063141241477,87.66956494260991,92.46814860111908,14.781234781883112,1820.8803491762876,21.010690751944686,9.974187047425294,Sprinkler,128.85716538508743,Low,Hybrid,202.08468407125736
Rice,Sandy,989.3543842857292,30.491837898745995,83.50265191216475,63.85397211056111,19.2127689873151,1758.076172949507,28.2260662103524,7.951698996645558,Sprinkler,651.0801599563571,Medium,Indigenous,129.85674198019643
Wheat,Loam,298.3766468237014,39.4363029497592,80.95074033010226,132.78662229103745,14.256470516113785,1502.4624526249436,18.717717616532013,7.851479107153713,Sprinkler,744.5564892607875,High,Indigenous,194.05680637845168
Wheat,Loam,384.9047299421173,28.297817663106585,54.36070810236664,241.4928937137948,42.87009667941562,2244.0280146835494,35.9559541154896,9.597184914586093,Drip,475.07415456164784,Medium,Hybrid,288.4778351202528
Wheat,Clay,241.3574697932216,18.39472617659843,30.821913024534872,153.4196697463151,15.558759675464984,4543.6884577737,43.87796699042798,8.989519581039886,Flood,781.5660148640736,Medium,Hybrid,973.0689570190008
Wheat,Clay,712.002373469531,17.482555068842323,34.813334787342846,213.2432304769848,39.89190230239427,4099.71388922382,18.448843495409044,3.8636873151074975,Flood,304.30116940457856,Medium,Hybrid,701.0742000157124
Maize,Clay,379.760941578144,20.2216017676435,48.73178209305622,194.90477430703416,11.91655471653335,3941.004865227174,13.684280357256286,2.4938849944348878,Sprinkler,299.14893195956563,Low,Indigenous,800.6977229666879
Wheat,Sandy,344.0083499781788,38.1409332506334,30.94457477974062,55.5546205063951,47.9408131005566,4189.34722259985,10.22812584143401,7.71303038558934,Drip,245.27528891881656,High,Indigenous,798.5254633223699
Wheat,Sandy,270.8444673785931,25.35375560820567,31.028986914911886,297.1349967614267,38.446403501110645,2077.6715573182864,32.73143182568656,4.404465043145857,Drip,434.7952838102457,Low,Hybrid,581.5663748012931
Wheat,Clay,282.64716569921256,24.88585669982286,84.99619809854465,60.35702220484694,10.27186194344447,4549.766763009951,24.973519601325624,5.258553864678608,Flood,862.3108318501752,Medium,Indigenous,817.7400799417155
Maize,Sandy,667.736560354071,22.83015652675435,72.36951012714324,291.9506844121213,40.55426000800856,1549.2135005664177,13.460707273833004,6.673579581473442,Drip,845.1208559341579,Low,Indigenous,636.2267791509727
Wheat,Clay,750.5662926932763,18.67654626416471,48.53735940408916,187.46604459109955,30.56327683064741,2345.382906862328,34.39115299813349,9.170854092417166,Sprinkler,444.5417871671534,High,Indigenous,383.09148784302187
Wheat,Loam,517.9031907715208,27.19627992981016,37.95867465605719,290.78975676626663,41.17460681340479,3346.9924758693714,11.681743235237798,4.7717897830386935,Sprinkler,630.2068623822129,High,Indigenous,604.9990978915607
Maize,Clay,583.9176652736586,18.251194562778466,60.69814307370463,78.68839985345886,30.89987235562354,1411.6203533680025,29.943531763157864,8.049852011974252,Drip,748.7346848274241,Low,Hybrid,580.157727521062
Maize,Loam,748.7741887863873,35.88700590955819,30.320769651261863,172.6021297963783,35.64099430541418,3920.5207511057,28.72167717313691,3.415058121471917,Sprinkler,317.0860971652207,Medium,Hybrid,841.1077483833886
Maize,Sandy,213.9038321483837,24.25992465688266,86.30482463148864,92.37602296651464,41.45326621580162,2548.9841928139,38.04025105337375,7.281746118312522,Flood,251.3269773052724,Low,Indigenous,983.5544956434932
Wheat,Clay,458.5045256562228,24.37008919454491,54.88890716333683,62.7437192556106,26.204322183514268,4137.6226624336,7.479933797330004,1.0142147897012068,Sprinkler,974.88639389108,Medium,Indigenous,469.9383088788375
Maize,Sandy,978.4781984562773,26.850160712078896,54.140097314239966,204.3822787655779,10.108325992818084,2971.585142338411,44.954281933309865,8.843564921415712,Drip,655.8015818886566,High,Indigenous,787.0516105972237
Maize,Loam,664.0897837563745,26.10319282914379,53.435616454906935,101.94585524042286,43.99785983780754,1723.4980977013454,36.63462767660688,1.2734162195901626,Flood,983.2741496502975,Low,Hybrid,189.7867036343202
Wheat,Loam,403.3796639179946,39.87144932648304,34.15969982326588,196.92425457188648,25.235614504986504,3939.047245421377,14.7256699256943,7.414783792863258,Sprinkler,403.9803884190062,High,Hybrid,799.1482325034597
Maize,Loam,617.3840373089705,28.634528030457563,68.29933438750959,78.0911204872464,29.84170904066332,2008.5758233557744,13.253240687438286,1.416323703351555,Flood,732.7285299767184,Medium,Indigenous,434.2752207939089
Wheat,Sandy,474.12279049673225,17.205042594746768,73.9802171777012,132.99661785817568,10.31066568615875,2963.2412050721714,24.42470963647025,3.396211294546031,Drip,300.3432728871139,Medium,Indigenous,135.451146600718
Rice,Sandy,625.7959910610393,30.17193353942325,70.56752385529742,245.4081395133118,29.68368041400392,1302.1330766276303,41.79043982950686,5.474821632008978,Sprinkler,335.08015414652164,Low,Indigenous,426.9215607059595
Maize,Sandy,300.5932094453191,18.789607321747,38.30612959976366,159.2628804605469,49.45949606286918,3471.466617648147,42.93274969125982,4.779448168134143,Sprinkler,560.7119091426616,Low,Indigenous,649.5784758294803
Rice,Sandy,306.1717230554219,15.77344111828355,64.73041008213556,206.93635372433408,21.130706432750785,3663.431064865109,28.42052414627224,2.7265250314090954,Flood,387.6563129572641,Low,Hybrid,207.32515091331996
Wheat,Loam,,39.26855384193121,64.16906905033522,211.8644851863865,25.816730809695123,2514.696839891134,43.73648882090318,4.004334205383136,Sprinkler,250.859407456526,High,Hybrid,931.6310431872292
Maize,Loam,951.8558335414734,34.3384722883641,82.10464727648292,260.9387609968234,37.48759985874706,4817.691121284295,5.244966913626076,7.549357330548704,Sprinkler,336.5926317903934,Medium,Hybrid,169.90517194555474
Wheat,Clay,,39.502724810344176,52.74765950253882,131.23069860166032,42.591746700946345,4496.675685928274,6.582858418921847,7.023313833216834,Sprinkler,132.17355501927818,Medium,Hybrid,937.0060478498496
Rice,Clay,329.9055157298567,26.94696120055606,52.28915661956606,221.82389064562935,26.695664960244013,3831.763662959979,46.03197171365343,1.6463312538752413,Sprinkler,733.9812593297379,High,Hybrid,736.4237661421179
Wheat,Sandy,350.67926701248115,28.306438278724404,67.11162352309114,290.4039517615414,22.386754816051702,3854.608297974971,39.88993684486622,7.725842430155977,Drip,542.9049913772755,Low,Hybrid,396.74095787278327
Maize,Loam,784.6635798967011,19.208423897978257,67.98435920997079,232.560833589467,47.513031999402685,2009.6068597686049,25.281772621267358,1.477412930773255,Sprinkler,184.81875976407304,Low,Indigenous,451.6753129381839
Maize,Loam,324.9310758337392,21.17268566668964,58.15711363954742,172.46761917943613,37.085798666866765,3627.260924353796,38.91245591650942,5.88633750189806,Flood,254.52459381564208,High,Indigenous,766.7284282594698
Rice,Loam,387.6490346678629,35.96373037257071,56.583561739825264,207.6793611229823,14.760852179725642,1792.8250609420786,48.003775777553976,3.340564732379716,Drip,192.2810843013796,Medium,Hybrid,641.3239907930866
Wheat,Clay,970.6774662563192,23.90464117793985,59.64886023827296,234.92072444077704,12.757115125385944,1576.0128956792885,39.74402857465783,6.28921114803837,Flood,651.3335274482888,Medium,Hybrid,704.4786293094506
Maize,Clay,404.2452197827455,35.67037434491047,81.66271797019871,203.0689414234681,29.34199403161476,4997.871576810321,42.90671002182449,3.351955563468117,Flood,184.7893272512444,Medium,Hybrid,450.248154862132
Rice,Loam,729.3058802969174,32.7253431071758,57.67001407523461,54.16895337245979,18.803602641890897,3489.503725892697,39.22729616255278,9.86462172663248,Flood,778.8540997316944,Medium,Indigenous,539.0321336268391
Maize,Loam,982.9050299204245,19.42927313179664,86.39590751818935,98.69337442180644,20.15939013505014,2723.9514906287623,12.569499159509371,3.7875536535477865,Drip,118.45982738835204,High,Indigenous,990.880735634104
Maize,Loam,499.4374137118341,27.686159152993557,60.24022581577957,252.6170543038665,45.10768715311393,2152.6580915358054,42.51083493405815,3.177645721070464,Drip,324.43820919630286,Medium,Indigenous,292.5305834497459
Wheat,Clay,214.01279268964976,31.93468303796792,86.95204159085348,118.16266182812116,13.582640972652428,3415.6817746489096,13.779896901089453,3.5061876182381138,Drip,901.6000083027164,High,Indigenous,476.0705678699183
Maize,Loam,395.3178323378994,20.875930370095627,79.96991411214455,232.8905298902835,38.61456460915559,1198.3740328803444,45.167509761986615,9.068255715333658,Sprinkler,746.6781863100214,Low,Hybrid,362.64086881657056
Wheat,Loam,864.7017530733643,35.76721276300192,51.74587935694974,143.03005381042468,20.84569013522352,1378.7239620191804,25.639245413648418,6.725969458024103,Flood,165.67149963311894,High,Indigenous,788.6003593958649
Maize,Sandy,891.6870687640294,28.62069143862967,81.81848527779695,180.4710820394858,40.41312885616551,1131.4267909615853,35.46395385399629,7.576156876786988,Drip,839.0134940366618,Medium,Hybrid,787.6113630991487
Rice,Sandy,814.815491619033,19.13105126106508,36.60379705206691,66.99332495485092,38.89645537854179,2996.679333050647,27.37583815462896,9.262094590849154,Flood,543.7316093861843,Low,Indigenous,363.2009148976563
Maize,Clay,,29.574610654115062,85.50283052058087,95.3063902624274,10.295676057771722,3402.42651674873,9.229591823747093,9.206852363605067,Drip,862.1047244519464,High,Indigenous,173.2512849696846
Wheat,Loam,836.4082973571225,39.99284510389785,67.8986109049735,289.2992408798086,30.365416516863966,1249.9190454312834,18.08250384292993,7.6505126192085475,Drip,640.6657970053541,High,Indigenous,110.28940900498364
Wheat,Loam,934.9422375948034,18.763037291585334,33.263444911338674,272.5345133617285,15.572779295121856,3884.897869995666,49.26793342986527,2.7804198595719063,Drip,713.6497288295728,High,Indigenous,484.70547991823696
Rice,Sandy,680.4876340369889,35.41892325298821,68.6554034190487,213.06877772476253,44.64908122314707,1921.5802860582576,48.23216382514178,8.59035988607505,Flood,994.1514043561372,Low,Hybrid,469.3038349021938
